shop,city,name,brand,price_jumbo_prime,price_regular,price_now,discount
JUMBO,Medellin,VINO JACOBS CREEK CLASIC CABERNET SAUVIGNON X750ML,JACOBS CREEK,0,0,49990,0
JUMBO,Medellin,VINO VOLCANES RESERVA SAUVIGNON BLANC BOTX750ML,VOLCANES,0,0,101990,0
JUMBO,Medellin,VINO BLANCO LA CELIA CHARDONNAY PIONNER BOTELLA X 750ML,LA CELIA,0,0,91990,0
JUMBO,Medellin,VINO SANTA RITA 3MED.SAUVIG.BLANCPG.2LEV3X750MLC-U,SANTA RITA,0,0,93990,0
JUMBO,Medellin,TRIPACK VINO LAZOSAUV.BLANCBOTX750MLPRECIOESPECIAL,LAZO,0,0,93990,0
JUMBO,Medellin,VINO MAISON CASTEL BOTELLA PINOT NOIR GRAND RESERVE X 750 ML,CASTEL FRERES,0,0,65990,0
JUMBO,Medellin,VINO TINTO LA CREMA MONTERREY PINOT NOIR X 750 ML,LA CREMA,0,0,169990,0
JUMBO,Medellin,VINO TINTO CECCHI CHIANTI X 750 ML,CHIANTI,0,0,83990,0
JUMBO,Medellin,VINO VALDIVIESO CABERNET SAUVIGNON X 750 ML,VALDIVIESO,0,0,61990,0
JUMBO,Medellin,VINO VALDIVIESO MERLOT AÑO 2020 X 750 ML,VALDIVIESO,0,0,61990,0
JUMBO,Medellin,VINO TINTO TERRA MAZZEI BLEND X750ML,TERRA MAZZEI,0,0,85990,0
JUMBO,Medellin,VINO BLANCO UNDURRAGA GEWURZTRAMINER X750ML,UNDURRAGA,0,0,65990,0
JUMBO,Medellin,VINO CONDES DE ALBAREI BLANCO ALBARIÑO X 750 ML,CONDES DE ALBAREI,0,0,75990,0
JUMBO,Medellin,VINO ESPAÑOL VIÑA ESMERALDA X 750 ML,VINA ESMERALDA,0,0,75990,0
JUMBO,Medellin,VINO BLANCO SANTA ANA RESERVE CHARDONNAY X 750ML,SANTA ANA,0,0,81990,0
JUMBO,Medellin,VINO TINTO SANTIAGO 1541 CARMENERE X750ML,SANTIAGO 1541,0,0,41990,0
JUMBO,Medellin,VINO TINTO CASA SILVA CARMENERE LOS LINGUES X750ML,CASA SILVA,0,0,113990,0
JUMBO,Medellin,VINO TINTO CASA SILVA ANGOSTURA MERLOT X750ML,CASA SILVA,0,0,113990,0
JUMBO,Medellin,VINO TINTO MIL CAMINHOS RED BLEND X750ML,MIL CAMINHOS,0,0,49990,0
JUMBO,Medellin,VINO TINTO LAZO CARMENERE X750ML,LAZO,0,0,35990,0
JUMBO,Medellin,VINO CABERNET SAUVIGNON LONGCHAMPS BOTELLA X 750 ML,LONGCHAMPS,0,0,51990,0
JUMBO,Medellin,VINO ROBERT MONDAVI PRIVATE SELECT X 750 ML,ROBERT MONDAVI,0,0,101990,0
JUMBO,Medellin,VINO BLANCO DECOY CHARDONNAY X750ML,DECOY,0,0,135900,0
